#Time 		Data
0.000000	0.824869
0.010101	0.388760
0.020202	0.416588
0.030303	0.318740
0.040404	0.717526
0.050505	0.095248
0.060606	0.915629
0.070707	0.425536
0.080808	0.652697
0.090909	0.550126
0.101010	0.903533
0.111111	0.210194
0.121212	0.568850
0.131313	0.567634
0.141414	0.882309
0.151515	0.446688
0.161616	0.643292
0.171717	0.513317
0.181818	0.708443
0.191919	0.827674
0.202020	0.502098
0.212121	0.962278
0.222222	0.924763
0.232323	0.856054
0.242424	0.946838
0.252525	0.641032
0.262626	0.764311
0.272727	0.612846
0.282828	0.757533
0.292929	0.928293
0.303030	0.695001
0.313131	0.765094
0.323232	0.718121
0.333333	0.697626
0.343434	0.743529
0.353535	0.886356
0.363636	0.676538
0.373737	0.957994
0.383838	1.254183
0.393939	1.081742
0.404040	0.906077
0.414141	0.778030
0.424242	0.817235
0.434343	1.316269
0.444444	0.999050
0.454545	0.872601
0.464646	1.049294
0.474747	1.442273
0.484848	1.057365
0.494949	1.167885
0.505051	1.115590
0.515152	0.996217
0.525253	0.849274
0.535354	1.019020
0.545455	1.058221
0.555556	1.228436
0.565657	1.290019
0.575758	1.319554
0.585859	1.201562
0.595960	1.332584
0.606061	1.015787
0.616162	1.428351
0.626263	1.291475
0.636364	1.140381
0.646465	1.308815
0.656566	1.207108
0.666667	1.459659
0.676768	1.548408
0.686869	1.692671
0.696970	0.987367
0.707071	0.988955
0.717172	1.187996
0.727273	1.332007
0.737374	1.486345
0.747475	1.385349
0.757576	0.928893
0.767677	1.283204
0.777778	1.521150
0.787879	1.412686
0.797980	1.530180
0.808081	1.344423
0.818182	1.359848
0.828283	1.448423
0.838384	1.504233
0.848485	1.472993
0.858586	1.468246
0.868687	1.321423
0.878788	1.542179
0.888889	1.502142
0.898990	1.714786
0.909091	1.739784
0.919192	1.548142
0.929293	1.447165
0.939394	1.405587
0.949495	1.629143
0.959596	1.571024
0.969697	1.497896
0.979798	1.586497
0.989899	1.464889
1.000000	1.739606
