#Time 		Data
0.000000	0.824869
0.001431	0.379222
0.002861	0.397513
0.004292	0.290127
0.005722	0.679376
0.007153	0.047561
0.008584	0.858404
0.010014	0.358774
0.011445	0.576397
0.012876	0.464289
0.014306	0.808158
0.015737	0.105282
0.017167	0.454401
0.018598	0.443647
0.020029	0.748785
0.021459	0.303627
0.022890	0.490693
0.024320	0.351181
0.025751	0.536769
0.027182	0.646463
0.028612	0.311350
0.030043	0.761992
0.031474	0.714939
0.032904	0.636693
0.034335	0.717939
0.035765	0.402596
0.037196	0.516338
0.038627	0.355335
0.040057	0.490485
0.041488	0.651708
0.042918	0.408878
0.044349	0.469433
0.045780	0.412923
0.047210	0.382890
0.048641	0.419256
0.050072	0.552546
0.051502	0.333190
0.052933	0.605109
0.054363	0.891760
0.055794	0.709782
0.057225	0.524580
0.058655	0.386995
0.060086	0.416663
0.061516	0.906159
0.062947	0.579403
0.064378	0.443416
0.065808	0.610572
0.067239	0.994014
0.068670	0.599568
0.070100	0.700551
0.071531	0.638718
0.072961	0.509808
0.074392	0.353328
0.075823	0.513536
0.077253	0.543200
0.078684	0.703877
0.080114	0.755923
0.081545	0.775920
0.082976	0.648391
0.084406	0.769875
0.085837	0.443541
0.087268	0.846568
0.088698	0.700154
0.090129	0.539523
0.091559	0.698419
0.092990	0.587175
0.094421	0.830189
0.095851	0.909400
0.097282	1.044125
0.098712	0.329284
0.100143	0.321335
0.101574	0.510838
0.103004	0.645312
0.104435	0.790112
0.105866	0.679579
0.107296	0.213586
0.108727	0.558359
0.110157	0.786768
0.111588	0.668766
0.113019	0.776723
0.114449	0.581429
0.115880	0.587316
0.117310	0.666354
0.118741	0.712625
0.120172	0.671849
0.121602	0.657564
0.123033	0.501204
0.124464	0.712423
0.125894	0.662848
0.127325	0.865954
0.128755	0.881414
0.130186	0.680236
0.131617	0.569721
0.133047	0.518606
0.134478	0.732624
0.135908	0.664967
0.137339	0.582302
0.138770	0.661366
0.140200	0.530220
0.141631	0.795400
0.143062	0.567942
0.144492	0.903843
0.145923	0.741213
0.147353	0.780804
0.148784	0.444680
0.150215	0.699113
0.151645	0.814921
0.153076	0.477643
0.154506	0.616713
0.155937	0.678054
0.157368	0.398481
0.158798	0.737710
0.160229	0.845484
0.161660	0.505922
0.163090	0.749508
0.164521	0.418516
0.165951	0.674807
0.167382	0.360966
0.168813	0.909977
0.170243	0.769048
0.171674	0.683918
0.173104	0.535383
0.174535	0.946740
0.175966	1.086983
0.177396	0.323540
0.178827	0.943942
0.180258	1.023813
0.181688	0.767459
0.183119	0.461577
0.184549	0.875673
0.185980	0.668394
0.187411	0.585368
0.188841	0.461714
0.190272	0.819406
0.191702	0.869434
0.193133	0.587740
0.194564	0.818135
0.195994	0.486725
0.197425	0.877540
0.198856	0.728055
0.200286	0.683001
0.201717	0.701539
0.203147	0.897239
0.204578	0.875118
0.206009	0.832503
0.207439	0.755723
0.208870	0.745321
0.210300	0.855007
0.211731	0.779403
0.213162	0.870988
0.214592	0.674028
0.216023	0.250658
0.217454	0.946964
0.218884	1.178168
0.220315	0.830619
0.221745	0.723889
0.223176	0.718205
0.224607	0.723256
0.226037	0.752123
0.227468	0.525811
0.228898	0.648369
0.230329	0.553957
0.231760	0.804695
0.233190	0.697181
0.234621	0.857125
0.236052	0.724716
0.237482	0.958497
0.238913	0.805511
0.240343	1.202518
0.241774	0.386679
0.243205	0.638142
0.244635	0.949396
0.246066	1.276338
0.247496	0.722519
0.248927	0.782554
0.250358	0.730131
0.251788	1.043259
0.253219	0.721079
0.254649	0.916128
0.256080	0.717728
0.257511	0.528750
0.258941	0.847545
0.260372	0.887046
0.261803	1.046628
0.263233	0.767467
0.264664	0.667658
0.266094	0.905256
0.267525	0.842425
0.268956	0.851984
0.270386	0.782802
0.271817	1.031066
0.273247	0.874471
0.274678	1.183078
0.276109	1.025931
0.277539	0.937103
0.278970	0.481379
0.280401	0.928904
0.281831	0.894071
0.283262	0.973778
0.284692	1.022050
0.286123	0.734560
0.287554	0.981110
0.288984	0.705422
0.290415	1.210432
0.291845	0.554640
0.293276	0.470466
0.294707	0.494033
0.296137	0.647640
0.297568	0.603502
0.298999	1.220114
0.300429	0.765172
0.301860	0.563511
0.303290	1.056496
0.304721	0.717888
0.306152	0.589396
0.307582	1.013508
0.309013	0.964587
0.310443	0.754497
0.311874	1.124570
0.313305	0.870456
0.314735	1.169599
0.316166	0.948331
0.317597	1.161117
0.319027	0.872810
0.320458	0.608555
0.321888	1.343951
0.323319	0.746496
0.324750	0.817457
0.326180	0.718719
0.327611	0.819693
0.329041	0.910480
0.330472	0.903885
0.331903	0.997297
0.333333	1.225098
0.334764	0.844147
0.336195	0.623190
0.337625	0.634924
0.339056	0.739810
0.340486	0.539696
0.341917	1.041115
0.343348	0.778040
0.344778	0.817059
0.346209	0.880451
0.347639	0.603079
0.349070	0.711714
0.350501	1.020493
0.351931	1.010832
0.353362	0.800064
0.354793	1.252379
0.356223	0.630700
0.357654	0.824422
0.359084	0.848825
0.360515	0.337950
0.361946	1.285646
0.363376	0.972980
0.364807	0.692370
0.366237	1.313096
0.367668	1.021567
0.369099	0.991914
0.370529	0.786183
0.371960	0.930400
0.373391	0.605594
0.374821	1.071309
0.376252	0.838989
0.377682	0.942260
0.379113	1.157435
0.380544	0.975548
0.381974	0.972665
0.383405	0.977045
0.384835	0.776665
0.386266	1.092094
0.387697	1.235138
0.389127	1.079801
0.390558	1.106595
